requirement_id,section,source_digest,modal,work_packages,test_or_gate,artifact,owner,feature,heading,statement
REQ-17.2.1-193a3bd5-0fabdbb800a4faea,17.2.1,0fabdbb800a4faea5c29755d7bac165c8190e7497016b4190704ad9e532f9f16,MUST,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.2.1 Cadence-specific E2E 与 Soak,Effect Lab：用预构造 beneficial、harmful、equivalent、inconclusive 数据和至少一个真实小型 runner fixture，决策必须与冻结 ExperimentContract 一致。
REQ-17.3-24b046dc-78d1476ecb52808f,17.3,78d1476ecb52808f8a96c9b5c99e394d19618f8db62e33f4ed8406a077680975,MUST,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.3 安全与隐私门禁,测试 secret 不出现在 ProjectionAuthority 的 argv/env/stdin 回显、stdout/stderr、temp、backup、snapshot、local Git history 或 crash artifact；不合格 executor 的 secret-bearing path 必须被禁用。
REQ-17.3-24b046dc-9ace5225e05e6513,17.3,9ace5225e05e6513addd61c69d9fe9c0e03d9a4e1a118894068b77469f0c1b13,MUST,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.3 安全与隐私门禁,Receipt 对篡改字段/附件、未知/撤销 signer、重放旧 bundle、远端 rollback 和设备间分叉必须产生合同规定的非通过/冲突状态。
REQ-17.3-24b046dc-0748e452e8e359b5,17.3,0748e452e8e359b54715fb68ad64676c09d239be01c22fb41d574773dbab7361,MUST-NOT,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.3 安全与隐私门禁,WebView/XSS/deep-link corpus 全部不得触发脚本、导航、任意网络、bridge command、文件读取或 mutation；CSP 和 Tauri command allowlist 有自动化检查。
REQ-17.4-3429a283-7f607fec71385256,17.4,7f607fec7138525688f2b21c4981d9072a3a802b43d87c155f9506d404f40e49,MUST,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.4 可靠性与兼容门禁,`compatibility-matrix.yaml` 中全部 required lane 执行，不做抽样推断；`not-applicable` 必须有工具官方支持证据。
REQ-17.4-3429a283-31d57f3a4393a176,17.4,31d57f3a4393a176873e9f6e18f725c5abb36d1bb382fd51d8b8caf6a4b52e96,MUST,WP-01;WP-12,docs-structure; acceptance-validation; traceability-validation; corpus-validation,acceptance/,acceptance,NA,17.4 可靠性与兼容门禁,policy authority fixture 证明 package/source/install/license/digest/SBOM check 只采用 APM evaluation，context-specific check 只由 Contexpect 评估；同一 `domain + check_id` 的双 authority 配置必须失败而非择一。
REQ-18.3-137479c1-ec348e5aead8b8b9,18.3,ec348e5aead8b8b983114b4ad187df85c1b918bbe340b9bab0a74345a32ef7f2,MUST-NOT,WP-12,full-product acceptance in WP-12,docs/process/test-strategy.md,acceptance,NA,18.3 核心指标,Unknown coverage 随 adapter/runtime integration 提升的变化，但不得通过猜测降低 Unknown。
REQ-19-b7b0fe43-1e2bd790ae03f22c,19,1e2bd790ae03f22c18f91f16bac067d1d1b302237a0dac9c08c112fd216d0c30,MUST-AND-MUST-NOT,WP-01,docs-structure,docs/architecture/overview.md,architecture,NA,19. 产品边界：完整交付仍明确不做,不支持所有 coding agent；完整交付冻结 §11 的 18 个 adapter family 与声明 surface，并提供 adapter SDK。新增 family 必须走 acceptance-contract revision，不能由动态 registry 自动升级成权威支持。
REQ-22-fe19001d-df67c893ace91423,22,df67c893ace91423da85779c7e5366ed5f368d2012450de85950b0868c1e4e98,MUST,WP-01,docs-structure,README.md; GOVERNANCE.md,governance,NA,22. 命名建议,进入代码与公开发布前必须做 GitHub、crates.io、npm、PyPI、域名和商标正式清查。
REQ-23-62747d55-1becef2bced345e9,23,1becef2bced345e9a5b91a2833165757ba993a92f706ac66ba484be44d110a57,MUST-NOT,WP-01,docs-structure,docs/architecture/overview.md,architecture,NA,23. 最终产品判断,但不能通过删掉证据模型或把 Unknown 猜成真值来假装简单。
